date,store,item,sales,year
2017-03-22,5,13,61,2017
2017-03-23,5,13,53,2017
2017-03-24,5,13,77,2017
2017-03-25,5,13,75,2017
2017-03-26,5,13,71,2017
2017-03-27,5,13,59,2017
2017-03-28,5,13,56,2017
2017-03-29,5,13,60,2017
2017-03-30,5,13,71,2017
2017-03-31,5,13,71,2017
2017-04-01,5,13,89,2017
2017-04-02,5,13,74,2017
2017-04-03,5,13,62,2017
2017-04-04,5,13,58,2017
2017-04-05,5,13,76,2017
2017-04-06,5,13,73,2017
2017-04-07,5,13,76,2017
2017-04-08,5,13,101,2017
2017-04-09,5,13,96,2017
2017-04-10,5,13,58,2017
2017-04-11,5,13,56,2017
2017-04-12,5,13,79,2017
2017-04-13,5,13,80,2017
2017-04-14,5,13,80,2017
2017-04-15,5,13,72,2017
2017-04-16,5,13,86,2017
2017-04-17,5,13,71,2017
2017-04-18,5,13,63,2017
2017-04-19,5,13,74,2017
2017-04-20,5,13,71,2017
2017-04-21,5,13,83,2017
2017-04-22,5,13,80,2017
2017-04-23,5,13,93,2017
2017-04-24,5,13,53,2017
2017-04-25,5,13,73,2017
2017-04-26,5,13,77,2017
2017-04-27,5,13,83,2017
2017-04-28,5,13,72,2017
2017-04-29,5,13,108,2017
2017-04-30,5,13,78,2017
2017-05-01,5,13,66,2017
2017-05-02,5,13,69,2017
2017-05-03,5,13,76,2017
2017-05-04,5,13,89,2017
2017-05-05,5,13,89,2017
2017-05-06,5,13,103,2017
2017-05-07,5,13,96,2017
2017-05-08,5,13,58,2017
2017-05-09,5,13,82,2017
2017-05-10,5,13,86,2017
2017-05-11,5,13,63,2017
2017-05-12,5,13,88,2017
2017-05-13,5,13,93,2017
2017-05-14,5,13,98,2017
2017-05-15,5,13,77,2017
2017-05-16,5,13,82,2017
2017-05-17,5,13,76,2017
2017-05-18,5,13,76,2017
2017-05-19,5,13,86,2017
2017-05-20,5,13,103,2017
2017-05-21,5,13,96,2017
2017-05-22,5,13,66,2017
2017-05-23,5,13,76,2017
2017-05-24,5,13,69,2017
2017-05-25,5,13,91,2017
2017-05-26,5,13,103,2017
2017-05-27,5,13,99,2017
2017-05-28,5,13,101,2017
2017-05-29,5,13,58,2017
2017-05-30,5,13,83,2017
2017-05-31,5,13,81,2017
2017-06-01,5,13,89,2017
2017-06-02,5,13,89,2017
2017-06-03,5,13,87,2017
2017-06-04,5,13,127,2017
2017-06-05,5,13,62,2017
2017-06-06,5,13,89,2017
2017-06-07,5,13,82,2017
2017-06-08,5,13,75,2017
2017-06-09,5,13,84,2017
2017-06-10,5,13,92,2017
2017-06-11,5,13,111,2017
2017-06-12,5,13,69,2017
2017-06-13,5,13,69,2017
2017-06-14,5,13,85,2017
2017-06-15,5,13,90,2017
2017-06-16,5,13,73,2017
2017-06-17,5,13,98,2017
2017-06-18,5,13,110,2017
2017-06-19,5,13,64,2017
2017-06-20,5,13,90,2017
2017-06-21,5,13,98,2017
2017-06-22,5,13,70,2017
2017-06-23,5,13,109,2017
2017-06-24,5,13,81,2017
2017-06-25,5,13,105,2017
2017-06-26,5,13,70,2017
2017-06-27,5,13,79,2017
2017-06-28,5,13,79,2017
2017-06-29,5,13,85,2017
2017-06-30,5,13,103,2017
2017-07-01,5,13,101,2017
2017-07-02,5,13,121,2017
2017-07-03,5,13,55,2017
2017-07-04,5,13,90,2017
2017-07-05,5,13,76,2017
2017-07-06,5,13,102,2017
2017-07-07,5,13,88,2017
2017-07-08,5,13,82,2017
2017-07-09,5,13,113,2017
2017-07-10,5,13,77,2017
2017-07-11,5,13,66,2017
2017-07-12,5,13,93,2017
2017-07-13,5,13,87,2017
2017-07-14,5,13,122,2017
2017-07-15,5,13,86,2017
2017-07-16,5,13,103,2017
2017-07-17,5,13,78,2017
2017-07-18,5,13,107,2017
2017-07-19,5,13,87,2017
2017-07-20,5,13,92,2017
2017-07-21,5,13,95,2017
2017-07-22,5,13,100,2017
2017-07-23,5,13,106,2017
2017-07-24,5,13,64,2017
2017-07-25,5,13,90,2017
2017-07-26,5,13,94,2017
2017-07-27,5,13,89,2017
2017-07-28,5,13,101,2017
2017-07-29,5,13,103,2017
2017-07-30,5,13,112,2017
2017-07-31,5,13,69,2017
2017-08-01,5,13,62,2017
2017-08-02,5,13,77,2017
2017-08-03,5,13,89,2017
2017-08-04,5,13,81,2017
2017-08-05,5,13,107,2017
2017-08-06,5,13,91,2017
2017-08-07,5,13,71,2017
2017-08-08,5,13,74,2017
2017-08-09,5,13,69,2017
2017-08-10,5,13,69,2017
2017-08-11,5,13,91,2017
2017-08-12,5,13,103,2017
2017-08-13,5,13,85,2017
2017-08-14,5,13,51,2017
2017-08-15,5,13,66,2017
2017-08-16,5,13,85,2017
2017-08-17,5,13,81,2017
2017-08-18,5,13,95,2017
2017-08-19,5,13,98,2017
2017-08-20,5,13,104,2017
2017-08-21,5,13,70,2017
2017-08-22,5,13,70,2017
2017-08-23,5,13,83,2017
2017-08-24,5,13,71,2017
2017-08-25,5,13,81,2017
2017-08-26,5,13,101,2017
2017-08-27,5,13,85,2017
2017-08-28,5,13,72,2017
2017-08-29,5,13,76,2017
2017-08-30,5,13,62,2017
2017-08-31,5,13,86,2017
2017-09-01,5,13,79,2017
2017-09-02,5,13,88,2017
2017-09-03,5,13,104,2017
2017-09-04,5,13,58,2017
2017-09-05,5,13,84,2017
2017-09-06,5,13,67,2017
2017-09-07,5,13,56,2017
2017-09-08,5,13,79,2017
2017-09-09,5,13,86,2017
2017-09-10,5,13,78,2017
2017-09-11,5,13,52,2017
2017-09-12,5,13,72,2017
2017-09-13,5,13,68,2017
2017-09-14,5,13,74,2017
2017-09-15,5,13,75,2017
2017-09-16,5,13,81,2017
2017-09-17,5,13,79,2017
2017-09-18,5,13,56,2017
2017-09-19,5,13,76,2017
2017-09-20,5,13,83,2017
2017-09-21,5,13,74,2017
2017-09-22,5,13,83,2017
2017-09-23,5,13,89,2017
2017-09-24,5,13,73,2017
2017-09-25,5,13,50,2017
2017-09-26,5,13,67,2017
2017-09-27,5,13,70,2017
2017-09-28,5,13,79,2017
2017-09-29,5,13,84,2017
2017-09-30,5,13,73,2017
2017-10-01,5,13,96,2017
2017-10-02,5,13,66,2017
2017-10-03,5,13,71,2017
2017-10-04,5,13,57,2017
2017-10-05,5,13,57,2017
2017-10-06,5,13,95,2017
2017-10-07,5,13,87,2017
2017-10-08,5,13,89,2017
2017-10-09,5,13,67,2017
2017-10-10,5,13,57,2017
2017-10-11,5,13,62,2017
2017-10-12,5,13,73,2017
2017-10-13,5,13,78,2017
2017-10-14,5,13,70,2017
2017-10-15,5,13,87,2017
2017-10-16,5,13,62,2017
2017-10-17,5,13,65,2017
2017-10-18,5,13,73,2017
2017-10-19,5,13,84,2017
2017-10-20,5,13,89,2017
2017-10-21,5,13,83,2017
2017-10-22,5,13,72,2017
2017-10-23,5,13,53,2017
2017-10-24,5,13,69,2017
2017-10-25,5,13,70,2017
2017-10-26,5,13,66,2017
2017-10-27,5,13,69,2017
2017-10-28,5,13,75,2017
2017-10-29,5,13,106,2017
2017-10-30,5,13,38,2017
2017-10-31,5,13,55,2017
2017-11-01,5,13,75,2017
2017-11-02,5,13,83,2017
2017-11-03,5,13,93,2017
2017-11-04,5,13,89,2017
2017-11-05,5,13,89,2017
2017-11-06,5,13,66,2017
2017-11-07,5,13,73,2017
2017-11-08,5,13,55,2017
2017-11-09,5,13,64,2017
2017-11-10,5,13,90,2017
2017-11-11,5,13,78,2017
2017-11-12,5,13,95,2017
2017-11-13,5,13,57,2017
2017-11-14,5,13,52,2017
2017-11-15,5,13,102,2017
2017-11-16,5,13,79,2017
2017-11-17,5,13,86,2017
2017-11-18,5,13,99,2017
2017-11-19,5,13,90,2017
2017-11-20,5,13,56,2017
2017-11-21,5,13,65,2017
2017-11-22,5,13,78,2017
2017-11-23,5,13,66,2017
2017-11-24,5,13,70,2017
2017-11-25,5,13,85,2017
2017-11-26,5,13,87,2017
2017-11-27,5,13,55,2017
2017-11-28,5,13,77,2017
2017-11-29,5,13,81,2017
2017-11-30,5,13,84,2017
2017-12-01,5,13,54,2017
2017-12-02,5,13,56,2017
2017-12-03,5,13,71,2017
2017-12-04,5,13,37,2017
2017-12-05,5,13,51,2017
2017-12-06,5,13,46,2017
2017-12-07,5,13,45,2017
2017-12-08,5,13,73,2017
2017-12-09,5,13,78,2017
2017-12-10,5,13,51,2017
2017-12-11,5,13,42,2017
2017-12-12,5,13,40,2017
2017-12-13,5,13,44,2017
2017-12-14,5,13,47,2017
2017-12-15,5,13,62,2017
2017-12-16,5,13,54,2017
2017-12-17,5,13,75,2017
2017-12-18,5,13,30,2017
2017-12-19,5,13,56,2017
2017-12-20,5,13,38,2017
2017-12-21,5,13,57,2017
2017-12-22,5,13,72,2017
2017-12-23,5,13,56,2017
2017-12-24,5,13,56,2017
2017-12-25,5,13,41,2017
2017-12-26,5,13,61,2017
2017-12-27,5,13,54,2017
2017-12-28,5,13,56,2017
2017-12-29,5,13,53,2017
2017-12-30,5,13,53,2017
2017-12-31,5,13,57,2017
2015-01-01,1,14,43,2015
2015-01-02,1,14,34,2015
2015-01-03,1,14,42,2015
2015-01-04,1,14,38,2015
2015-01-05,1,14,30,2015
2015-01-06,1,14,30,2015
2015-01-07,1,14,24,2015
2015-01-08,1,14,43,2015
2015-01-09,1,14,54,2015
2015-01-10,1,14,35,2015
2015-01-11,1,14,40,2015
2015-01-12,1,14,27,2015
2015-01-13,1,14,34,2015
2015-01-14,1,14,33,2015
2015-01-15,1,14,35,2015
2015-01-16,1,14,34,2015
2015-01-17,1,14,43,2015
2015-01-18,1,14,45,2015
2015-01-19,1,14,28,2015
2015-01-20,1,14,33,2015
2015-01-21,1,14,42,2015
2015-01-22,1,14,33,2015
2015-01-23,1,14,47,2015
2015-01-24,1,14,40,2015
2015-01-25,1,14,41,2015
2015-01-26,1,14,25,2015
2015-01-27,1,14,24,2015
2015-01-28,1,14,36,2015
2015-01-29,1,14,35,2015
2015-01-30,1,14,27,2015
2015-01-31,1,14,38,2015
2015-02-01,1,14,45,2015
2015-02-02,1,14,40,2015
2015-02-03,1,14,34,2015
2015-02-04,1,14,29,2015
2015-02-05,1,14,46,2015
2015-02-06,1,14,33,2015
2015-02-07,1,14,42,2015
2015-02-08,1,14,55,2015
2015-02-09,1,14,42,2015
2015-02-10,1,14,32,2015
2015-02-11,1,14,38,2015
2015-02-12,1,14,33,2015
2015-02-13,1,14,32,2015
2015-02-14,1,14,59,2015
2015-02-15,1,14,64,2015
2015-02-16,1,14,35,2015
2015-02-17,1,14,31,2015
2015-02-18,1,14,29,2015
2015-02-19,1,14,37,2015
2015-02-20,1,14,46,2015
2015-02-21,1,14,53,2015
2015-02-22,1,14,51,2015
2015-02-23,1,14,22,2015
2015-02-24,1,14,42,2015
2015-02-25,1,14,37,2015
2015-02-26,1,14,36,2015
2015-02-27,1,14,55,2015
2015-02-28,1,14,44,2015
2015-03-01,1,14,61,2015
2015-03-02,1,14,32,2015
2015-03-03,1,14,35,2015
2015-03-04,1,14,46,2015
2015-03-05,1,14,48,2015
2015-03-06,1,14,43,2015
2015-03-07,1,14,53,2015
2015-03-08,1,14,54,2015
2015-03-09,1,14,42,2015
2015-03-10,1,14,58,2015
2015-03-11,1,14,44,2015
2015-03-12,1,14,41,2015
2015-03-13,1,14,60,2015
2015-03-14,1,14,54,2015
2015-03-15,1,14,73,2015
2015-03-16,1,14,41,2015
2015-03-17,1,14,48,2015
2015-03-18,1,14,52,2015
2015-03-19,1,14,52,2015
2015-03-20,1,14,58,2015
2015-03-21,1,14,43,2015
2015-03-22,1,14,54,2015
2015-03-23,1,14,40,2015
2015-03-24,1,14,49,2015
2015-03-25,1,14,41,2015
2015-03-26,1,14,50,2015
2015-03-27,1,14,44,2015
2015-03-28,1,14,44,2015
2015-03-29,1,14,62,2015
2015-03-30,1,14,37,2015
2015-03-31,1,14,46,2015
2015-04-01,1,14,58,2015
2015-04-02,1,14,57,2015
2015-04-03,1,14,59,2015
2015-04-04,1,14,56,2015
2015-04-05,1,14,51,2015
2015-04-06,1,14,54,2015
2015-04-07,1,14,58,2015
2015-04-08,1,14,57,2015
2015-04-09,1,14,57,2015
2015-04-10,1,14,58,2015
2015-04-11,1,14,59,2015
2015-04-12,1,14,56,2015
2015-04-13,1,14,43,2015
2015-04-14,1,14,46,2015
2015-04-15,1,14,43,2015
2015-04-16,1,14,55,2015
2015-04-17,1,14,77,2015
2015-04-18,1,14,53,2015
2015-04-19,1,14,86,2015
2015-04-20,1,14,46,2015
2015-04-21,1,14,54,2015
2015-04-22,1,14,58,2015
2015-04-23,1,14,63,2015
2015-04-24,1,14,58,2015
2015-04-25,1,14,65,2015
2015-04-26,1,14,61,2015
2015-04-27,1,14,30,2015
2015-04-28,1,14,48,2015
2015-04-29,1,14,66,2015
2015-04-30,1,14,44,2015
2015-05-01,1,14,52,2015
2015-05-02,1,14,65,2015
2015-05-03,1,14,77,2015
2015-05-04,1,14,53,2015
2015-05-05,1,14,62,2015
2015-05-06,1,14,64,2015
2015-05-07,1,14,53,2015
2015-05-08,1,14,61,2015
2015-05-09,1,14,68,2015
2015-05-10,1,14,70,2015
2015-05-11,1,14,44,2015
2015-05-12,1,14,49,2015
2015-05-13,1,14,48,2015
2015-05-14,1,14,60,2015
2015-05-15,1,14,76,2015
2015-05-16,1,14,77,2015
2015-05-17,1,14,68,2015
2015-05-18,1,14,54,2015
2015-05-19,1,14,55,2015
2015-05-20,1,14,52,2015
2015-05-21,1,14,62,2015
2015-05-22,1,14,60,2015
2015-05-23,1,14,58,2015
2015-05-24,1,14,72,2015
2015-05-25,1,14,50,2015
2015-05-26,1,14,52,2015
2015-05-27,1,14,61,2015
2015-05-28,1,14,67,2015
2015-05-29,1,14,59,2015
2015-05-30,1,14,60,2015
2015-05-31,1,14,63,2015
2015-06-01,1,14,60,2015
2015-06-02,1,14,60,2015
2015-06-03,1,14,60,2015
2015-06-04,1,14,67,2015
2015-06-05,1,14,56,2015
2015-06-06,1,14,66,2015
2015-06-07,1,14,84,2015
2015-06-08,1,14,54,2015
2015-06-09,1,14,74,2015
2015-06-10,1,14,52,2015
2015-06-11,1,14,69,2015
2015-06-12,1,14,72,2015
2015-06-13,1,14,73,2015
2015-06-14,1,14,63,2015
2015-06-15,1,14,50,2015
2015-06-16,1,14,76,2015
2015-06-17,1,14,52,2015
2015-06-18,1,14,50,2015
2015-06-19,1,14,69,2015
2015-06-20,1,14,77,2015
2015-06-21,1,14,63,2015
2015-06-22,1,14,55,2015
2015-06-23,1,14,54,2015
2015-06-24,1,14,59,2015
2015-06-25,1,14,55,2015
2015-06-26,1,14,62,2015
2015-06-27,1,14,75,2015
2015-06-28,1,14,75,2015
2015-06-29,1,14,41,2015
2015-06-30,1,14,69,2015
2015-07-01,1,14,68,2015
2015-07-02,1,14,65,2015
2015-07-03,1,14,84,2015
2015-07-04,1,14,72,2015
2015-07-05,1,14,84,2015
2015-07-06,1,14,57,2015
2015-07-07,1,14,70,2015
2015-07-08,1,14,65,2015
2015-07-09,1,14,65,2015
2015-07-10,1,14,72,2015
2015-07-11,1,14,79,2015
2015-07-12,1,14,107,2015
2015-07-13,1,14,53,2015
2015-07-14,1,14,67,2015
2015-07-15,1,14,55,2015
2015-07-16,1,14,63,2015
2015-07-17,1,14,62,2015
2015-07-18,1,14,68,2015
2015-07-19,1,14,79,2015
2015-07-20,1,14,48,2015
2015-07-21,1,14,49,2015
2015-07-22,1,14,76,2015
2015-07-23,1,14,75,2015
2015-07-24,1,14,74,2015
2015-07-25,1,14,85,2015
2015-07-26,1,14,85,2015
2015-07-27,1,14,48,2015
2015-07-28,1,14,65,2015
2015-07-29,1,14,68,2015
2015-07-30,1,14,65,2015
2015-07-31,1,14,83,2015
2015-08-01,1,14,82,2015
2015-08-02,1,14,61,2015
2015-08-03,1,14,52,2015
2015-08-04,1,14,42,2015
2015-08-05,1,14,52,2015
2015-08-06,1,14,60,2015
2015-08-07,1,14,73,2015
2015-08-08,1,14,62,2015
2015-08-09,1,14,66,2015
2015-08-10,1,14,50,2015
2015-08-11,1,14,51,2015
2015-08-12,1,14,59,2015
2015-08-13,1,14,69,2015
2015-08-14,1,14,70,2015
2015-08-15,1,14,70,2015
2015-08-16,1,14,73,2015
2015-08-17,1,14,49,2015
2015-08-18,1,14,61,2015
2015-08-19,1,14,47,2015
2015-08-20,1,14,65,2015
2015-08-21,1,14,58,2015
2015-08-22,1,14,57,2015
2015-08-23,1,14,93,2015
2015-08-24,1,14,57,2015
2015-08-25,1,14,53,2015
2015-08-26,1,14,60,2015
2015-08-27,1,14,66,2015
2015-08-28,1,14,53,2015
2015-08-29,1,14,69,2015
2015-08-30,1,14,75,2015
2015-08-31,1,14,49,2015
2015-09-01,1,14,47,2015
2015-09-02,1,14,46,2015
2015-09-03,1,14,47,2015
2015-09-04,1,14,77,2015
2015-09-05,1,14,66,2015
2015-09-06,1,14,70,2015
2015-09-07,1,14,59,2015
2015-09-08,1,14,39,2015
2015-09-09,1,14,57,2015
2015-09-10,1,14,70,2015
2015-09-11,1,14,58,2015
2015-09-12,1,14,59,2015
2015-09-13,1,14,60,2015
2015-09-14,1,14,54,2015
2015-09-15,1,14,57,2015
2015-09-16,1,14,41,2015
2015-09-17,1,14,52,2015
2015-09-18,1,14,48,2015
2015-09-19,1,14,65,2015
2015-09-20,1,14,54,2015
2015-09-21,1,14,46,2015
2015-09-22,1,14,56,2015
2015-09-23,1,14,62,2015
2015-09-24,1,14,66,2015
2015-09-25,1,14,55,2015
2015-09-26,1,14,57,2015
2015-09-27,1,14,70,2015
2015-09-28,1,14,46,2015
2015-09-29,1,14,52,2015
2015-09-30,1,14,55,2015
2015-10-01,1,14,43,2015
2015-10-02,1,14,43,2015
2015-10-03,1,14,66,2015
2015-10-04,1,14,60,2015
2015-10-05,1,14,42,2015
2015-10-06,1,14,46,2015
2015-10-07,1,14,43,2015
2015-10-08,1,14,64,2015
2015-10-09,1,14,49,2015
2015-10-10,1,14,49,2015
2015-10-11,1,14,59,2015
2015-10-12,1,14,40,2015
2015-10-13,1,14,44,2015
2015-10-14,1,14,43,2015
2015-10-15,1,14,57,2015
2015-10-16,1,14,54,2015
2015-10-17,1,14,57,2015
2015-10-18,1,14,60,2015
2015-10-19,1,14,43,2015
2015-10-20,1,14,36,2015
2015-10-21,1,14,56,2015
2015-10-22,1,14,52,2015
2015-10-23,1,14,55,2015
2015-10-24,1,14,51,2015
2015-10-25,1,14,69,2015
2015-10-26,1,14,38,2015
2015-10-27,1,14,59,2015
2015-10-28,1,14,47,2015
2015-10-29,1,14,53,2015
2015-10-30,1,14,50,2015
2015-10-31,1,14,66,2015
2015-11-01,1,14,56,2015
2015-11-02,1,14,51,2015
2015-11-03,1,14,62,2015
2015-11-04,1,14,49,2015
2015-11-05,1,14,60,2015
2015-11-06,1,14,57,2015
2015-11-07,1,14,58,2015
2015-11-08,1,14,60,2015
2015-11-09,1,14,50,2015
2015-11-10,1,14,53,2015
2015-11-11,1,14,59,2015
2015-11-12,1,14,52,2015
2015-11-13,1,14,61,2015
2015-11-14,1,14,63,2015
2015-11-15,1,14,68,2015
2015-11-16,1,14,43,2015
2015-11-17,1,14,49,2015
2015-11-18,1,14,62,2015
2015-11-19,1,14,59,2015
2015-11-20,1,14,62,2015
2015-11-21,1,14,45,2015
2015-11-22,1,14,74,2015
2015-11-23,1,14,44,2015
2015-11-24,1,14,35,2015
2015-11-25,1,14,46,2015
2015-11-26,1,14,63,2015
2015-11-27,1,14,62,2015
2015-11-28,1,14,63,2015
2015-11-29,1,14,66,2015
2015-11-30,1,14,50,2015
2015-12-01,1,14,35,2015
2015-12-02,1,14,36,2015
2015-12-03,1,14,37,2015
2015-12-04,1,14,43,2015
2015-12-05,1,14,43,2015
2015-12-06,1,14,56,2015
2015-12-07,1,14,28,2015
2015-12-08,1,14,49,2015
2015-12-09,1,14,37,2015
2015-12-10,1,14,23,2015
2015-12-11,1,14,47,2015
2015-12-12,1,14,46,2015
2015-12-13,1,14,44,2015
2015-12-14,1,14,32,2015
2015-12-15,1,14,31,2015
2015-12-16,1,14,41,2015
2015-12-17,1,14,33,2015
2015-12-18,1,14,50,2015
2015-12-19,1,14,56,2015
2015-12-20,1,14,52,2015
2015-12-21,1,14,34,2015
2015-12-22,1,14,37,2015
2015-12-23,1,14,34,2015
2015-12-24,1,14,39,2015
2015-12-25,1,14,37,2015
2015-12-26,1,14,49,2015
2015-12-27,1,14,43,2015
2015-12-28,1,14,37,2015
2015-12-29,1,14,31,2015
2015-12-30,1,14,40,2015
2015-12-31,1,14,33,2015
2016-01-01,1,14,39,2016
2016-01-02,1,14,52,2016
2016-01-03,1,14,42,2016
2016-01-04,1,14,32,2016
2016-01-05,1,14,27,2016
2016-01-06,1,14,49,2016
2016-01-07,1,14,40,2016
2016-01-08,1,14,47,2016
2016-01-09,1,14,40,2016
2016-01-10,1,14,50,2016
2016-01-11,1,14,26,2016
2016-01-12,1,14,34,2016
2016-01-13,1,14,35,2016
2016-01-14,1,14,33,2016
2016-01-15,1,14,33,2016
2016-01-16,1,14,37,2016
2016-01-17,1,14,54,2016
2016-01-18,1,14,44,2016
2016-01-19,1,14,37,2016
2016-01-20,1,14,42,2016
2016-01-21,1,14,35,2016
2016-01-22,1,14,38,2016
2016-01-23,1,14,39,2016
2016-01-24,1,14,42,2016
2016-01-25,1,14,40,2016
2016-01-26,1,14,40,2016
2016-01-27,1,14,34,2016
2016-01-28,1,14,44,2016
2016-01-29,1,14,54,2016
2016-01-30,1,14,39,2016
2016-01-31,1,14,36,2016
2016-02-01,1,14,41,2016
2016-02-02,1,14,41,2016
2016-02-03,1,14,35,2016
2016-02-04,1,14,47,2016
2016-02-05,1,14,47,2016
2016-02-06,1,14,53,2016
2016-02-07,1,14,50,2016
2016-02-08,1,14,50,2016
2016-02-09,1,14,45,2016
2016-02-10,1,14,42,2016
2016-02-11,1,14,44,2016
2016-02-12,1,14,60,2016
2016-02-13,1,14,54,2016
2016-02-14,1,14,44,2016
2016-02-15,1,14,34,2016
2016-02-16,1,14,55,2016
2016-02-17,1,14,33,2016
2016-02-18,1,14,33,2016
2016-02-19,1,14,44,2016
2016-02-20,1,14,43,2016
2016-02-21,1,14,47,2016
2016-02-22,1,14,39,2016
2016-02-23,1,14,35,2016
2016-02-24,1,14,36,2016
2016-02-25,1,14,43,2016
2016-02-26,1,14,60,2016
2016-02-27,1,14,50,2016
2016-02-28,1,14,49,2016
2016-02-29,1,14,30,2016
2016-03-01,1,14,45,2016
2016-03-02,1,14,49,2016
2016-03-03,1,14,53,2016
2016-03-04,1,14,35,2016
2016-03-05,1,14,59,2016
2016-03-06,1,14,48,2016
2016-03-07,1,14,44,2016
2016-03-08,1,14,52,2016
2016-03-09,1,14,45,2016
2016-03-10,1,14,39,2016
2016-03-11,1,14,48,2016
2016-03-12,1,14,64,2016
2016-03-13,1,14,64,2016
2016-03-14,1,14,35,2016
2016-03-15,1,14,42,2016
2016-03-16,1,14,54,2016
2016-03-17,1,14,54,2016
2016-03-18,1,14,60,2016
2016-03-19,1,14,65,2016
2016-03-20,1,14,65,2016
2016-03-21,1,14,47,2016
2016-03-22,1,14,56,2016
2016-03-23,1,14,57,2016
2016-03-24,1,14,53,2016
2016-03-25,1,14,48,2016
2016-03-26,1,14,54,2016
2016-03-27,1,14,63,2016
2016-03-28,1,14,49,2016
2016-03-29,1,14,56,2016
2016-03-30,1,14,49,2016
2016-03-31,1,14,42,2016
2016-04-01,1,14,57,2016
2016-04-02,1,14,83,2016
2016-04-03,1,14,75,2016
2016-04-04,1,14,48,2016
2016-04-05,1,14,59,2016
2016-04-06,1,14,54,2016
2016-04-07,1,14,61,2016
2016-04-08,1,14,60,2016
2016-04-09,1,14,91,2016
2016-04-10,1,14,67,2016
2016-04-11,1,14,50,2016
2016-04-12,1,14,48,2016
2016-04-13,1,14,49,2016
2016-04-14,1,14,67,2016
2016-04-15,1,14,58,2016
2016-04-16,1,14,74,2016
2016-04-17,1,14,57,2016
2016-04-18,1,14,45,2016
2016-04-19,1,14,51,2016
2016-04-20,1,14,66,2016
2016-04-21,1,14,63,2016
2016-04-22,1,14,55,2016
2016-04-23,1,14,65,2016
2016-04-24,1,14,87,2016
2016-04-25,1,14,48,2016
2016-04-26,1,14,63,2016
2016-04-27,1,14,58,2016
2016-04-28,1,14,58,2016
2016-04-29,1,14,60,2016
2016-04-30,1,14,61,2016
2016-05-01,1,14,62,2016
2016-05-02,1,14,55,2016
2016-05-03,1,14,56,2016
2016-05-04,1,14,66,2016
2016-05-05,1,14,75,2016
2016-05-06,1,14,71,2016
2016-05-07,1,14,67,2016
2016-05-08,1,14,76,2016
2016-05-09,1,14,51,2016
2016-05-10,1,14,67,2016
2016-05-11,1,14,50,2016
2016-05-12,1,14,63,2016
2016-05-13,1,14,62,2016
2016-05-14,1,14,68,2016
2016-05-15,1,14,72,2016
2016-05-16,1,14,41,2016
2016-05-17,1,14,47,2016
2016-05-18,1,14,72,2016
2016-05-19,1,14,58,2016
2016-05-20,1,14,71,2016
2016-05-21,1,14,68,2016
2016-05-22,1,14,89,2016
2016-05-23,1,14,48,2016
2016-05-24,1,14,53,2016
2016-05-25,1,14,48,2016
2016-05-26,1,14,66,2016
2016-05-27,1,14,69,2016
2016-05-28,1,14,76,2016
2016-05-29,1,14,75,2016
2016-05-30,1,14,60,2016
2016-05-31,1,14,52,2016
2016-06-01,1,14,58,2016
2016-06-02,1,14,68,2016
2016-06-03,1,14,63,2016
2016-06-04,1,14,98,2016
2016-06-05,1,14,75,2016
2016-06-06,1,14,45,2016
2016-06-07,1,14,79,2016
2016-06-08,1,14,79,2016
2016-06-09,1,14,72,2016
2016-06-10,1,14,76,2016
2016-06-11,1,14,87,2016
2016-06-12,1,14,78,2016
2016-06-13,1,14,44,2016
2016-06-14,1,14,73,2016
2016-06-15,1,14,69,2016
2016-06-16,1,14,55,2016
2016-06-17,1,14,85,2016
2016-06-18,1,14,96,2016
2016-06-19,1,14,80,2016
2016-06-20,1,14,46,2016
2016-06-21,1,14,67,2016
2016-06-22,1,14,50,2016
2016-06-23,1,14,64,2016
2016-06-24,1,14,78,2016
2016-06-25,1,14,80,2016
2016-06-26,1,14,76,2016
2016-06-27,1,14,50,2016
2016-06-28,1,14,70,2016
2016-06-29,1,14,79,2016
2016-06-30,1,14,70,2016
2016-07-01,1,14,66,2016
2016-07-02,1,14,74,2016
2016-07-03,1,14,96,2016
2016-07-04,1,14,53,2016
2016-07-05,1,14,67,2016
2016-07-06,1,14,58,2016
2016-07-07,1,14,82,2016
2016-07-08,1,14,64,2016
2016-07-09,1,14,72,2016
2016-07-10,1,14,93,2016
2016-07-11,1,14,53,2016
2016-07-12,1,14,70,2016
2016-07-13,1,14,72,2016
2016-07-14,1,14,69,2016
2016-07-15,1,14,64,2016
2016-07-16,1,14,75,2016
2016-07-17,1,14,91,2016
2016-07-18,1,14,57,2016
2016-07-19,1,14,63,2016
2016-07-20,1,14,66,2016
2016-07-21,1,14,74,2016
2016-07-22,1,14,81,2016
2016-07-23,1,14,69,2016
2016-07-24,1,14,91,2016
2016-07-25,1,14,69,2016
2016-07-26,1,14,47,2016
2016-07-27,1,14,61,2016
2016-07-28,1,14,62,2016
2016-07-29,1,14,68,2016
2016-07-30,1,14,81,2016
2016-07-31,1,14,101,2016
2016-08-01,1,14,52,2016
2016-08-02,1,14,56,2016
2016-08-03,1,14,65,2016
2016-08-04,1,14,71,2016
2016-08-05,1,14,88,2016
2016-08-06,1,14,68,2016
2016-08-07,1,14,76,2016
2016-08-08,1,14,57,2016
2016-08-09,1,14,60,2016
2016-08-10,1,14,66,2016
2016-08-11,1,14,73,2016
